Price,Link,CPU Name,CPU Lithography,CPU Core,CPU Thread,CPU Cache,CPU Base Clock,CPU Max Clock,CPU Intel,CPU Cache,Base Power,Max Power,CPU Series,RAM,Memory Type,Max DDR Support,Storage,Storage Type,GPU Name,GPU VRAM,IGPU Cloock,GPU Onboard,GPU AMD,GPU NVIDIA,Display Type,Display Size,Display Resolution,Display Frequency,Display Color,OS,Warrant
32990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t14s-gen-4-21f60082va.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,2240X1400,60HZ,100% SRGB,0,36
0,https://www.anphatpc.com.vn/microsoft-surface-pro-9-wifi-intel-evo-12th-core-i7-1255u-16gb-256gb-iris-xe-graphics-13-inch-windows-11-home-black.html,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,12,15,55,7,16GB,LPDDR5,5.0,256GB,SSD,,,,1,0,0,,13-INCH,2880 X 1920,120HZ,,11,12
10290000,https://www.anphatpc.com.vn/laptop-hp-240-g9-6l1x7pa.html,i3-1215U,7,6.0,8.0,10,4.4,4.4,1,10,15,55,3,8GB,DDR4,5.0,256GB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1080,,45% NTSC,11,12
9790000,https://www.anphatpc.com.vn/laptop-asus-vivobook-15-x1504za-nj582w.html,i3-1215U,7,6.0,8.0,10,4.4,4.4,1,10,15,55,3,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,LED,15.6INCH,1920 X 1080,60HZ,45% NTSC,11,24
10390000,https://www.anphatpc.com.vn/laptop-hp-15s-fq5231tu-8u241pa.html,i3-1215U,7,6.0,8.0,10,4.4,4.4,1,10,15,55,3,8GB,DDR4,5.0,256GB,SSD,,,,1,0,0,,15.6 INCH,1920 X 1080,,45% NTSC,11,12
54990000,https://www.anphatpc.com.vn/laptop-asus-proart-studiobook-pro-x-w730g2t-h8007t_id33727.html,i7-9750H,14,6.0,12.0,12,2.6,4.5,1,12,35,45,7,32GB,DDR4,4.0,6TB,SSD,,,,1,0,0,IPS,17.0 INCH,1920 X 1200,,97% DCI-P3,10,24
45990000,https://www.anphatpc.com.vn/laptop-dell-mobile-precision-workstation-3581-intel-core-i7-13800h-16gb-512gb-rtx-a1000-6gb.html,i7-13800H,7,14.0,20.0,24,5.2,5.2,1,24,45,115,7,16GB,DDR5,5.0,512GB,SSD,,,,1,0,0,,15.6 INCH,1920 X 1080,,,0,36
15990000,https://www.anphatpc.com.vn/laptop-asus-vivobook-15x-oled-m3504ya-l1332w.html,Ryzen 7 7730U,7,8.0,16.0,20,2.0,4.5,0,20,15,15,7,16GB,DDR4,4.0,512GB,SSD,,,,1,0,0,OLED,15.6 INCH,1920 X 1080,60HZ,DCI-P3:100%,11,24
26990000,https://www.anphatpc.com.vn/laptop-asus-expertbook-b5-b5402cva-ki0229w.html,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,18,28,64,7,16GB,DDR5,5.0,512GB,SSD,540,4,,0,1,0,,14.0 INCH,1920 X 1080,,100%SRGB,11,24
10990000,https://www.anphatpc.com.vn/laptop-asus-vivobook-15x-oled-a1503za-l1150w.html,i3-1220P,7,10.0,12.0,12,4.4,4.4,1,12,28,64,3,8GB,DDR4,5.0,256GB,SSD,,,,1,0,0,IPS,15.6INCH,1920 X 1080,,100% DCI-P3,11,24
10290000,https://www.anphatpc.com.vn/laptop-hp-240-g9-6l1x7pa.html,i3-1215U,7,6.0,8.0,10,4.4,4.4,1,10,15,55,3,8GB,DDR4,5.0,256GB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1080,,45% NTSC,11,12
24990000,https://www.anphatpc.com.vn/laptop-hp-pavilion-x360-14-ek1047tu-80r25pa.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1080,,45% NTSC,11,12
101990000,https://www.anphatpc.com.vn/laptop-acer-gaming-predator-triton-500-se-pt516-52s-91xh-nh.qfrsv.001.html,i9-12900,7,16.0,24.0,30,1.8,5.0,1,30,65,202,9,32GB,LPDDR5,5.0,2TB,SSD,3080 Ti,12,,0,0,1,LCD,16 INCH,2560 X 1600,240HZ,100% SRGB,11,12
15999000,https://www.anphatpc.com.vn/laptop-acer-aspire-7-a715-76-53pj-nh.qgesv.007.html,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,12,45,95,5,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6INCH,1920 X 1080,60HZ,,11,12
24790000,https://www.anphatpc.com.vn/laptop-acer-swift-go-sfg14-72-73yv-nx.krksv.005.html,155H,0,16.0,22.0,24,0.9,4.8,1,24,28,115,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,14INCH,2240X1400,60HZ,SRGB 100%,11,12
57990000,https://www.anphatpc.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga403uv-qs170w.html,Ryzen 9 8945HS,4,8.0,16.0,24,4.0,5.2,0,24,35,54,9,32GB,LPDDR5,5.0,1TB,SSD,4060,8,,0,0,1,OLED,14INCH,2880 X 1800,120HZ,100% DCI-P3,11,24
19790000,https://www.anphatpc.com.vn/laptop-hp-240-g10-9h2e5pt.html-1,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1080,,45% NTSC,11,12
23590000,https://www.anphatpc.com.vn/laptop-hp-probook-450-g10-9h1n6pt.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,8 GB,DDR4,5.0,512 GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,,45% NTSC,11,12
16990000,https://www.anphatpc.com.vn/laptop-hp-14s-ep0112tu-8c5l1pa.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,16GB,DDR4,5.0,512 GB,SSD,,,,1,0,0,,14 INCH,1920 X 1080,,45% NTSC,11,12
0,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-1-14alc7-82r30078vn.html,Ryzen 5 5500U,7,6.0,12.0,11,2.1,4.0,0,11,10,25,5,16GB,DDR4,4.0,512GB,SSD,,,,1,0,0,IPS,"14""",1920X1080,,,11,24
26190000,https://www.anphatpc.com.vn/laptop-hp-elitebook-640-g10-873h2pa.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1080,,45% NTSC,11,12
15790000,https://www.anphatpc.com.vn/laptop-hp-probook-450-g10-873c8pa.html,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,10,15,55,3,8 GB,DDR4,5.0,512 GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,,45% NTSC,11,12
23190000,https://www.anphatpc.com.vn/laptop-asus-expertbook-b5-b5402cva-ki0123w.html,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,12,28,64,5,16GB,DDR5,5.0,512GB,SSD,540,4,,0,1,0,,14.0 INCH,1920 X 1080,,100%SRGB,11,24
21990000,https://www.anphatpc.com.vn/laptop-dell-latitude-3540-71021488.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,8GB,DDR4,5.0,512GB,SSD,540,4,,0,1,0,IPS,15.6 INCH,1920X1080,60HZ,,0,12
21590000,https://www.anphatpc.com.vn/laptop-dell-vostro-3530-v3530-i7u085w11grd2.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,LED,15.6 INCH,1920X1080,120HZ,,0,12
20990000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-5-14imh9-83da001nvn.html,125H,0,14.0,18.0,18,0.7,4.5,1,18,28,115,5,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,OLED,14 INCH,1920X1200,60HZ,100% DCI-P3,0,24
22990000,https://www.anphatpc.com.vn/laptop-lenovo-yoga-slim-7-pro-14iah7-82ut006cvn.html,i7-12700H,7,14.0,20.0,24,4.7,4.7,1,24,45,115,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,OLED,14 INCH,2880X1800,90HZ,100% DCI-P3,11,36
32990000,https://www.anphatpc.com.vn/laptop-msi-prestige-13-evo-a13m-081vn.html,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,18,28,64,7,16GB,DDR5,5.0,1TB,SSD,,,,1,0,0,IPS,16 INCH,1920X1080,60HZ,,11,24
16490000,https://www.anphatpc.com.vn/laptop-asus-tuf-gaming-a15-fa506nf-hn005w.html,Ryzen 5 7535HS,6,6.0,12.0,19,3.3,4.55,0,19,35,54,5,32GB,DDR5,5.0,512GB,SSD,535,4,,0,1,0,IPS,15.6-INCH,1920 X 1080,144HZ,,11,24
18990000,https://www.anphatpc.com.vn/laptop-dell-latitude-3440-l34401335u08512g.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1080,60HZ,,0,12
33590000,https://www.anphatpc.com.vn/laptop-asus-vivobook-pro-15-oled-k6502vu-ma089w.html,i5-13500H,7,12.0,16.0,18,4.7,4.7,1,18,45,95,5,24GB,DDR5,5.0,512GB,SSD,,,,1,0,0,OLED,15.6INCH,2880 X 1620,120HZ,100% DCI-P3,11,24
0,https://www.anphatpc.com.vn/laptop-dell-latitude-3440-l34401355u08512g.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1080,60HZ,,0,12
19790000,https://www.anphatpc.com.vn/laptop-acer-aspire-5-a515-58p-71ej-nx.khjsv.00a.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16 GB,LPDDR5,5.0,1 TB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,60HZ,,11,12
0,https://www.anphatpc.com.vn/laptop-dell-mobile-precision-workstation-3480-cto.html,i7-1370P,7,14.0,20.0,24,5.2,5.2,1,24,28,64,7,16GB,,5.0,512GB,SSD,,,,1,0,0,,14 INCH,1920 X 1080,,45% NTSC,0,36
18490000,https://www.anphatpc.com.vn/laptop-acer-gaming-aspire-5-a515-58gm-598j-nx.kw1sv.002.html,i5-13420H,7,8.0,12.0,12,4.6,4.6,1,12,45,95,5,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6INCH,1920 X 1080,144HZ,,11,12
23990000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-gaming-3-15arh7-82sb007jvn.html,Ryzen 5 6600H,6,6.0,12.0,19,3.3,4.5,0,19,45,45,5,16GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920X1080,120HZ,45% NTSC,11,24
16990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkbook-15-g4-iap.html,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,12,15,55,5,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920X1080,60HZ,45% NTSC,0,24
13390000,https://www.anphatpc.com.vn/laptop-lenovo-v14-g4-iru-83a0008wvn.html,i5-13420H,7,8.0,12.0,12,4.6,4.6,1,12,45,95,5,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920X1080,,45% NTSC,0,24
39990000,https://www.anphatpc.com.vn/microsoft-surface-pro-9-wifi-intel-evo-12th-core-i5-1235u-16gb-256gb-iris-xe-graphics-13-inch-windows-11-home-black.html,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,12,15,55,5,128GB,LPDDR5,5.0,256GB,SSD,,,,1,0,0,,13-INCH,2880 X 1920,120HZ,,11,12
45690000,https://www.anphatpc.com.vn/laptop-lenovo-yoga-9-2-in-1-14imh9-83ac000svn.html,155H,0,16.0,22.0,24,0.9,4.8,1,24,28,115,7,16GB,LPDDR5,5.0,1TB,SSD,,,,1,0,0,OLED,14 INCH,2880X1800,120HZ,100% DCI-P3,11,24
18190000,https://www.anphatpc.com.vn/laptop-hp-pavilion-15-eg3095tu-8c5l6pa.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920X1080,,45% NTSC,11,12
25999000,https://www.anphatpc.com.vn/laptop-xpg-xenia-14-lifestyle-ultrabook-xenia14i5g11gxelx-bkcus.html,i5-1135G7,10,4.0,8.0,8,0.9,4.2,1,8,12,28,5,16GB,DDR4,4.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,,60HZ,100% SRGB,10,24
10790000,https://www.anphatpc.com.vn/laptop-acer-aspire-5-a515-58p-35eu-nx.khjsv.006.html,i3-1305U,7,5.0,6.0,10,4.5,4.5,1,10,15,55,3,16 GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,60HZ,,11,12
17990000,https://www.anphatpc.com.vn/laptop-gaming-acer-aspire-7-a715-76g-59mw-nh.qmysv.001.html,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,12,45,95,5,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6INCH,1920 X 1080,144HZ,,11,12
25590000,https://www.anphatpc.com.vn/laptop-gaming-acer-nitro-v-anv15-51-55ca-nh.qn8sv.004-hang-gia-soc.html,i5-13420H,7,8.0,12.0,12,4.6,4.6,1,12,45,95,5,32GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,144HZ,,11,12
21990000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-5-16imh9-83dc001rvn.html,125H,0,14.0,18.0,18,0.7,4.5,1,18,28,115,5,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,OLED,16 INCH,2048X1280,120HZ,100% DCI-P3,11,24
21990000,https://www.anphatpc.com.vn/laptop-hp-probook-450-g10-873j7pa.html,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,12,28,64,5,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,,45% NTSC,11,12
12290000,https://www.anphatpc.com.vn/laptop-acer-aspire-3-a315-59-51x8-nx.k6tsv.00f-hang-gia-soc.html,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,12,15,55,5,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,LCD,15.6 INCH,1920 X 1080,60HZ,,11,12
27990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-5-21jk00fmvn.html,i7-13700,7,16.0,24.0,30,1.5,5.1,1,30,65,219,7,48GB,DDR4,5.0,1TB,SSD,,,,1,0,0,IPS,14 INCH,1920X1200,60HZ,45% NTSC,11,24
26590000,https://www.anphatpc.com.vn/laptop-lenovo-loq-15irx9-83dv000mvn.html,i5-13450HX,7,10.0,16.0,20,4.6,4.6,1,20,55,157,5,32GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920X1080,144HZ,100% SRGB,11,24
0,https://www.anphatpc.com.vn/laptop-asus-expertbook-b1-b1502cva-nj0175w.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,LED,15.6INCH,1920 X 1080,60HZ,45% NTSC,11,24
23990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e16-gen-1-21jn006gvn.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,16 INCH,1920X1200,60HZ,45% NTSC,11,24
0,https://www.anphatpc.com.vn/laptop-hp-victus-15-fa1090tx-8c5m7pa.html,i5-13420H,7,8.0,12.0,12,4.6,4.6,1,12,45,95,5,16 GB,DDR4,5.0,512 GB,SSD,,,,1,0,0,IPS,15.6INCH,1920 X 1080,,45% NTSC,11,12
14990000,https://www.anphatpc.com.vn/laptop-acer-gaming-aspire-5-a515-58gm-59lj-nx.kq4sv.001-hang-gia-soc.html,i5-13420H,7,8.0,12.0,12,4.6,4.6,1,12,45,95,5,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6INCH,1920 X 1080,60HZ,,11,12
16990000,https://www.anphatpc.com.vn/laptop-msi-thin-15-b12ucx-1419vn.html,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,12,45,95,5,64GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920X1080,144HZ,65% SRGB,11,24
34590000,https://www.anphatpc.com.vn/laptop-lg-gram-2024-14z90s-g.ah55a5.html,125H,0,14.0,18.0,18,0.7,4.5,1,18,28,115,5,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,14-INCH,1920X1200,,DCI-P3 99%,11,12
18990000,https://www.anphatpc.com.vn/laptop-acer-aspire-5-spin-14-a5sp14-51mtn-573x-nx.khksv.002.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,14INCH,1920 X 1200,60HZ,,11,12
18690000,https://www.anphatpc.com.vn/laptop-hp-240-g10-9h2e4pt.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,16 GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14.0 INCH,1920 X 1080,,45% NTSC,11,12
23990000,https://www.anphatpc.com.vn/laptop-hp-envy-x360-13-bf0112tu-7c0n9pa.html,i5-1230U,7,10.0,12.0,12,4.4,4.4,1,12,9,29,5,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,OLED,13.3 INCH,2880 X 1800,,100% DCI-P3,11,12
24590000,https://www.anphatpc.com.vn/laptop-hp-elitebook-630-g10-9j0b6pt.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,8 GB,DDR4,5.0,512 GB,SSD,630,4,,0,1,0,IPS,13.3INCH,1920 X 1080,,45% NTSC,11,12
16990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkbook-14-g6-irl-21kg00bsvn.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,64GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920X1200,60HZ,100% SRGB,0,24
86990000,https://www.anphatpc.com.vn/laptop-lenovo-legion-pro-7-16irx9h-83de001nvn.html,i9-14900HX,7,24.0,32.0,36,1.6,5.8,1,36,55,157,9,64GB,DDR5,5.0,1TB,SSD,4060,8,,0,0,1,,16 INCH,2560X1600,165HZ,,11,24
22990000,https://www.anphatpc.com.vn/laptop-lenovo-yoga-slim-6-14irh8-83e0000vvn.html,i7-13700,7,16.0,24.0,30,1.5,5.1,1,30,65,219,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,OLED,14 INCH,1920X1200,60HZ,100% DCI-P3,11,36
26890000,https://www.anphatpc.com.vn/laptop-asus-zenbook-14-oled-ux3405ma-pp588w.html,125H,0,14.0,18.0,18,0.7,4.5,1,18,28,115,5,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,OLED,14.0 INCH,2880 X 1800,120HZ,100% DCI-P3,11,24
17990000,https://www.anphatpc.com.vn/laptop-lenovo-loq-15irh8-82xv00qqvn.html,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,12,45,95,5,8GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920X1080,144HZ,45% NTSC,11,24
22390000,https://www.anphatpc.com.vn/laptop-asus-tuf-gaming-a16-fa617ns-n3486w.html,Ryzen 7 7735HS,6,8.0,16.0,20,3.2,4.75,0,20,35,54,7,32GB,DDR5,5.0,512GB,SSD,RX 7600,8,,0,1,0,,16-INCH,1920 X 1200,165HZ,,11,24
19990000,https://www.anphatpc.com.vn/laptop-hp-probook-440-g10-873b1pa.html,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,12,28,64,5,8GB,DDR4,5.0,512 GB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1080,,45% NTSC,11,12
18790000,https://www.anphatpc.com.vn/laptop-hp-probook-450-g10-9h1n4pt.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,512 GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,,45% NTSC,11,12
30990000,https://www.anphatpc.com.vn/laptop-lg-gram-2023-16zd90r-g.ax55a5.html,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,12,28,64,5,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,16 INCH,2560 X 1600,,DCI-P3 99%,0,12
17990000,https://www.anphatpc.com.vn/laptop-dell-inspiron-3530-71011775.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,LED,15.6 INCH,1920 X 1080,120HZ,,11,12
19990000,https://www.anphatpc.com.vn/laptop-gaming-acer-aspire-7-a715-76g-5806-nh.qmfsv.002.html,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,12,45,95,5,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6INCH,1920 X 1080,144HZ,,11,12
68390000,https://www.anphatpc.com.vn/laptop-hp-omen-16-wf0129tx-8w943pa.html,i9-13900H,7,14.0,20.0,24,5.4,5.4,1,24,45,115,9,32GB,DDR5,5.0,1 TB,SSD,4070,12,,0,0,1,IPS,16.1 INCH,2560 X 1440,,100% SRGB,11,12
29900000,https://www.anphatpc.com.vn/laptop-lg-gram-2023-16zd90r-g.ax55a5-hang-gia-soc.html,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,12,28,64,5,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,16 INCH,2560 X 1600,,DCI-P3 99%,0,12
0,https://www.anphatpc.com.vn/laptop-lenovo-loq-15arp9-83jc003yvn.html,Ryzen 7 7435HS,6,8.0,16.0,20,3.1,4.5,0,20,35,54,7,32GB,DDR5,5.0,512GB,SSD,4060,8,,0,0,1,IPS,15.6 INCH,1920X1080,144HZ,100% SRGB,11,24
27990000,https://www.anphatpc.com.vn/laptop-fujitsu-ch-9c13a1-4zr1j05322.html,i7-1165G7,10,4.0,8.0,12,1.2,4.7,1,12,12,28,7,16GB,LPDDR4,4.0,512 GB,SSD,,,,1,0,0,,13.3 INCH,1920 X 1080,,,11,24
18990000,https://www.anphatpc.com.vn/laptop-hp-victus-15-fa1139tx-8y6w3pa.html,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,12,45,95,5,32GB,DDR4,5.0,512 GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,,45% NTSC,11,12
27990000,https://www.anphatpc.com.vn/microsoft-surface-pro-9-wifi-intel-evo-12th-core-i5-1235u-8gb-256gb-iris-xe-graphics-13-inch-windows-11-home-blue.html,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,12,15,55,5,128GB,LPDDR5,5.0,256GB,SSD,,,,1,0,0,,13-INCH,2880 X 1920,120HZ,,11,12
27690000,https://www.anphatpc.com.vn/laptop-dell-vostro-5630-tht7n.html,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,18,28,64,7,16GB,LPDDR5,5.0,512GB,SSD,630,4,,0,1,0,,16.0 INCH,1920 X 1200,,,11,12
18990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-4-21e300dsva.html,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,12,15,55,7,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,,14 INCH,1920X1080,60HZ,45% NTSC,11,24
26290000,https://www.anphatpc.com.vn/laptop-hp-victus-16-s0077ax-8c5n6pa.html,Ryzen 7 7840HS,4,8.0,16.0,24,3.8,5.1,0,24,35,54,7,16GB,DDR5,5.0,512 GB,SSD,,,,1,0,0,IPS,16.1 INCH,1920 X 1080,,45% NTSC,11,12
40890000,https://www.anphatpc.com.vn/laptop-dell-mobile-precision-3470-intel-core-i7-1270p-16gb-512gb-t550-4gb-ddr6-14-inch-fhd-ubuntu-linux.html,i7-1270P,7,12.0,16.0,18,4.8,4.8,1,18,28,64,7,16GB,DDR6,5.0,512GB,SSD,,,,1,0,0,LCD,14-INCH,1920 X 1080,,,0,36
24990000,https://www.anphatpc.com.vn/laptop-dell-latitude-5440-l54401335u16512g.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14.0 INCH,1920X1080,,,0,12
34990000,https://www.anphatpc.com.vn/laptop-gigabyte-aero-14-oled-9mf-e2vnbb4sh.html,i5-12500H,7,12.0,16.0,18,4.5,4.5,1,18,45,95,5,16GB,LPDDR5,5.0,1TB,SSD,,,,1,0,0,OLED,14.0 INCH,2880X1800,90HZ,100% DCI-P3,11,24
38490000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p14s-gen-4-21hf0054va.html,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,18,28,64,7,32GB,LPDDR5,5.0,2TB,SSD,,,,1,0,0,IPS,14 INCH,2240X1400,60HZ,100% SRGB,0,36
49890000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-x1-carbon-gen-11-21hm009lvn.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,LPDDR5,5.0,1TB,SSD,,,,1,0,0,OLED,14 INCH,2880X1800,60HZ,100% DCI-P3,11,36
68990000,https://www.anphatpc.com.vn/laptop-msi-stealth-16-studio-a13vg-057vn.html,i9-13900H,7,14.0,20.0,24,5.4,5.4,1,24,45,115,9,64GB,DDR5,5.0,2TB,SSD,4070,12,,0,0,1,IPS,16 INCH,3840X2160,120HZ,100% DCI-P3,11,24
18190000,https://www.anphatpc.com.vn/laptop-hp-pavilion-15-eg3094tu-8c5l5pa.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920X1080,,45% NTSC,11,12
8690000,https://www.anphatpc.com.vn/laptop-acer-aspire-3-a315-59-314f-nx.k6tsv.002.html,i3-1215U,7,6.0,8.0,10,4.4,4.4,1,10,15,55,3,32GB,DDR4,5.0,256GB,SSD,,,,1,0,0,LCD,15.6 INCH,1920 X 1080,60HZ,,11,12
14190000,https://www.anphatpc.com.vn/laptop-dell-inspiron-15-3520-71027003.html,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,12,15,55,5,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,,15.6 INCH,1920 X 1080,,,11,12
0,https://www.anphatpc.com.vn/laptop-gigabyte-g5-kf5-53vn383sh.html,i5-13500H,7,12.0,16.0,18,4.7,4.7,1,18,45,95,5,64GB,DDR5,5.0,512GB,SSD,4060,8,,0,0,1,,15.6 INCH,1920X1080,144HZ,,11,24
55990000,https://www.anphatpc.com.vn/laptop-lenovo-yoga-pro-9-14irp8-83bu002xvn.html,i9-13905H,7,14.0,20.0,24,5.4,5.4,1,24,45,115,9,32GB,LPDDR5,5.0,1TB,SSD,4060,8,,0,0,1,LED,14.5 INCH,3072X1920,165HZ,100% SRGB,11,36
